WO Nbr / SR Nbr,raw_Comments
7912204441,Card Reader Issue As per Cust SANDEEP KUMAR YADAV:9839500481 Eng Ravi:8009479264 Card Reader Issue As per Cust SANDEEP KUMAR YADAV:9839500481 Eng Ravi:8009479264 [Generated by Portal Login: tulokesh Contact: Lokesh TU 9380449181 Lokesh.T@hitachi-payments.com] CE IS NOW IN105C15 CE WAS IN105C15 atm tested ok adjusted card reader cable testedok atm tested working fine New Item :2012-2000-8600 New Serial Number :94-46130767 Old Item :2012-2000-8600 Old Serial Number :94-46130767
7909315243,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS Upgradation SPS Kit to be upgraded, EMV, to be installed. Hitachi Axis IUI 8.05 Update Ver 3.08 to be loaded , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105F13 atm tested ok replace the 4gb ram and installed sps successfully tested ok Atm tested working fine New Item :2012-2000-8600 New Serial Number :94-48501903 Old Item :2012-2000-8600 Old Serial Number :94-48501903"
7912005514,Caller name Dinesh From Branch number 8340289880_Custodian number:-Dinesh From Branch number 8340289880_ATM ID:-IOBD4646 Receipt Printer issue #REMOTE SUPPORT TAKEN FROM FIELD atm tested ok adjusted rp paper tested working fine New Item :2012-2130-8600 New Serial Number :94-49251353 Old Item :2012-2130-8600 Old Serial Number :94-49251353
7912101294,Need to call log for Monitor Screen Blank Need to call log for Monitor Screen Blank eng Shariq 9837246444 not responding [Generated by Portal Login: rresijie Contact: Abhishek 022-48781024 BOBMSHD@hitachi-payments.com] CE IS NOW IN105D16 CE WAS IN105D16 at site software crashed and software loading activity is going on. software loaded tested ok txn no 937 balance inquiry at 17.38 hrs New Item :2012-2000-8600 New Serial Number :94-51212905 Old Item :2012-2000-8600 Old Serial Number :94-51212905
7912006666,"Incident ID - 000000093360022 GWU-SLM- Zero With Drawl RA=LogField:NCGD0VS43S | 18Text:04/30/2019 16:26 AK call log for Touch-screen issue, Cust : - Sanjay Sharma] - 8433285354 Enng:- Ravi 7080186444 | | CE IS NOW IN105F13 atm tested ok   clean the touch screen successfully tested ok Atm tested working fine New Item :2012-2000-8600 New Serial Number :94-51945966 Old Item :2012-2000-8600 Old Serial Number :94-51945966"
7909403931,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105F12 atm working fine txn happened visited the site sps device install successfully done and run tested done team not pick phone solidcore dkt no not collect New Item :2012-2000-8600 New Serial Number :94-52047905 Old Item :2012-2000-8600 Old Serial Number :94-52047905"
7910801919,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105F13 atm tested ok instead sps successfully check all module properly tested ok Atm tested working fine New Item :2012-2000-8600 New Serial Number :94-52049919 Old Item :2012-2000-8600 Old Serial Number :94-52049919"
7912103967,"Maragaje, Mayur Sitaram <Mayur.Maragaje@ncr.com>84 GHANTA MANDIR SUBHASHNAGARBAREILLYBAREILLYUTTAR PRADESHNOT AVAILABLE94-52696050TERM BANKATM IDCARD NO.BRANCH CODEACCOUNT NO.RR NO.TR. DATETR. TIMED/CTR. AMTTR. TYPESBIS1NB000615057459115XXXXXX8807-0000001112243763372119/02/201909:35:32D20000.00WITHDRAWALSBIS1NB000615057459115XXXXXX8807-0000001112243763372219/02/201909:37:12D40000.00C2CATM IDS1NB000615057AddressOFF SITEProblemUNAUTHORIZED TRANSACTIONCustodian nameSBI ATM DEPTT. LHO LUCKNOWCustodian From Branch Or AgencyNACustodian Number9794865062, 9450939281To whom should the CCTV footage handed over agmatm.lholuc@sbi.co.in, atmcomplaints.lholuc@sbi.co.in sbi.00636@sbi.co.in OR Dispatch CD/PD TO: The Asstt. General Manager (ATM Ops.) State Bank of India Local Head Office, 3rd Floor, B Wing M.G. Marg, Lucknow-226001) CCTV FOOTAGE Maragaje, Mayur Sitaram <Mayur.Maragaje@ncr.com>; S.K.MISHRA <Shravan.Mishra1@sbi.co.in> footages collected the txn images and shared on on mail. New Item :7961-0541-9906 New Serial Number :94-52696050 Old Item :7961-0541-9906 Old Serial Number :94-52696050"
7909307449,"HDFC cassette calibration, 100*1 & 500*3 // SR created as per mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on Tue 4/2/2019 2:00 PM, M-audit is mandatory so update it from site. #Cassette Calibration# # Deployment Activity # DEPLOYMENT - CENTRALIZED APPROVAL CE IS NOW IN105F13 atm tested ok configured currency cassette successfully tested ok Atm tested working fine New Item :2012-2000-8600 New Serial Number :94-54062982 Old Item :2012-2000-8600 Old Serial Number :94-54062982"
7912307184,FREQUENTLY CARD READER ISSUE P3ENBY01Karamchari Nagar Bareilly UpKaramchari Nagar Opposite Sbi Bank Bareilly Uttar Pradesh 243502Bareli [Generated by Portal Login: thasac14 Contact: PAVAN SHELAKE 02239397152 enhdfc1@euronetworldwide.com] CE IS NOW IN105F13 CE WAS IN105F13 isuye already resolved on yesterday issue already resolved New Item :2012-2000-8600 New Serial Number :94-54067165 Old Item :2012-2000-8600 Old Serial Number :94-54067165
7912102140,Incident ID - 000000093371453 GWA-SLM- Journal Printer RA=LogField:NCGD0VSLDT | 27Text:05/01/2019 13:25 RPP JP need to disable | | CE IS NOW IN105G05 copy the ej logs in n drive. tested now machine is working fine.     New Item :5362-7701-8690 New Serial Number :94-43553448 Old Item :5362-7701-8690 Old Serial Number :94-43553448
7911607282,switch difference custodian RAVIKANT 9984495500shortage date 16-Apr-19Last EOD 4-Apr-19Amount 500x16 [Generated by Portal Login: gohilmon Contact: Dinesh V Mudaliar 02266839133 bob.monitoring@agsindia.com] switch difference CE IS NOW IN105G03 mail sent to MS for EJ logs checked the ej log found that there is no hardware error in log which may cause of physical cash shortage New Item :6642-2000-8600 New Serial Number :94-46194008 Old Item :6642-2000-8600 Old Serial Number :94-46194008
7912103307,monitor screen blank [Generated by Portal Login: gohilmon Contact: Mona Gohil 022-71016930 ags.monitoring@agsindia.com] CE IS NOW IN105G03 eta is today 19.30 hr   reconfigure rhe software successful but due to not available of network live txn not done New Item :6642-2000-8600 New Serial Number :94-46208352 Old Item :6642-2000-8600 Old Serial Number :94-46208352
7911403309,"Switch Different issue am id TPCN260104 Switch Different issue, switch negative Dispensing from opening balance 500*11=-5500/- so cash tally physical cash, date on 23.04.2019 EOD 20.04.2019am id TPCN260104Custodian Rajnessh Singh / Vishal Singh 6392941624 [Generated by Portal Login: guptadip Contact: Naresh Bagh 044-49037483 axishelpdesknorth@hitachi-payments.com] CE IS NOW IN105G03 Logs shared with field Unable to Open Received EJ , Escalated to MS checked provided EJ &amp; found power interruption during dispense in Txn no- 1297 ,1298,1299,1300 need to check with switch. New Item :2012-2000-8600 New Serial Number :94-48918755 Old Item :2012-2000-8600 Old Serial Number :94-48918755"
7911907259,need to cal log for cash shortage need to cal log for cash shortage rs 4000 deno 2000* 2 Previous EOD Date 18.04.2019 Shortage Date 20.04.2019 / required fcr [Generated by Portal Login: phdicici Contact: ICICI PHD 04466367831 icici.phd@hitachi-payments.com] CE IS NOW IN105G05 Mail sent to MS for EJ logs EJ logs shared with Field Check the provided ej logs their is no any hardware error found in logs. Pls check with cash/switch team. fcr shared on mail. New Item :2012-2000-8600 New Serial Number :94-52682986 Old Item :2012-2000-8600 Old Serial Number :94-52682986
7909315595,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS Upgradation SPS Kit to be upgraded, EMV, to be installed. Hitachi Axis IUI 8.05 Update Ver 3.08 to be loaded , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105G03 10-ATM (ABM):7Z-SKIMMING PROTECTION SOLUTION (SPS):M3-CONTROL PCB 10-ATM (ABM):34-CORE ELECTRONICS:MJ-MEMORY SIMM New Item :2012-2000-8600 New Serial Number :94-52687450 Old Item :2012-2000-8600 Old Serial Number :94-52687450"
7912201368,caller - maninder singh - 9889009171 mail id - manindar.singh@vodafoneidea.com fst machine not working issue CE IS NOW IN105H09   as ce conform with ncr person mr. krishna there is server issue New Item :7405-5737-8801 New Serial Number :03-47930787 Old Item :7405-5737-8801 Old Serial Number :03-47930787
7907900639,"Hitachi OS Migration from Windows XP To Windows 7 , Hitachi Update IUI 8.05 Update ver 3.08 To be Loaded , EJ to be Pulled By calling HPY EJ HD on 04449037416 , Post Installation Updatelog.txt to be checked and updated on M-AUDIT , EJ Docket No. post installation to be collected and Solidcore Docket Number to be Collected from 022 62175725 . EJ And Solidcore Docket No. is Mandatory #Software Upgradation# Deployment Activity / Deployment -Centralised approval #Hitachi OS Migration CE IS NOW IN105H15 reload the software and configure sps kit atm working fine Ej docket no. EJ0305193890 Solidcore docket no. N0305191400S reload the software and configure sps kit atm working fine Ej docket no. EJ0305193890 Solidcore docket no. N0305191400S New Item :2012-2000-8600 New Serial Number :94-44906445 Old Item :2012-2000-8600 Old Serial Number :94-44906445"
7909404231,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105H09 chgc sps+os+ram activity successfully done at site New Item :2012-2000-8600 New Serial Number :94-45193108 Old Item :2012-2000-8600 Old Serial Number :94-45193108"
7912102345,Machine not Coming in Service-Cust KEDAR NATH :9794095973;Eng Shahid:8527379800 Machine not Coming in Service-Cust KEDAR NATH SINGH:9794095973;Eng Shahid:8527379800 [Generated by Portal Login: (Full text in Problem Description Note) CE IS NOW IN105H09 CE WAS IN105H09 CE IS NOW IN105H15 reload tmk checksum (7B8E) match but atm tx.declined inform to chandra from Hitachi axis team New Item :2012-2000-8600 New Serial Number :94-45193610 Old Item :2012-2000-8600 Old Serial Number :94-45193610
7911607061,"Transaction to be verified, 6/02/19 Txn no 1242, 1240, 1238 10/04/19 Txn no 938Caller Santosh Branch 8789388040CIT Arun Kumar Srivastav branch 8762497848ATM Id NA169801 Transaction to be verified, CE IS NOW IN105H09   mention txn is clear and txn.no 938 is suspected so please check with switch New Item :2012-2108-8600 New Serial Number :94-48141707 Old Item :2012-2108-8600 Old Serial Number :94-48141707"
7910801556,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105H09 chgc sps+emv activity done at site New Item :2012-2000-8600 New Serial Number :94-51944774 Old Item :2012-2000-8600 Old Serial Number :94-51944774"
7912303762,Caller chaitanya from BR 8800817689CIT: same ATM ID: N2960001 Moniter blank issue CE IS NOW IN105H09   as ce visited the site and found atm not coming in service due to local lan issue and also inform to branch person mr. pradeep sir New Item :2012-2000-8600 New Serial Number :94-51949315 Old Item :2012-2000-8600 Old Serial Number :94-51949315
7910801953,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105H09 chgc sps+emv activity done at site New Item :2012-2000-8600 New Serial Number :94-51952833 Old Item :2012-2000-8600 Old Serial Number :94-51952833"
7912011090,cash shortage issue Date: 05.04.2019 2000*1notes.Atm id: SPCNJ132Monisha Krishnamurthy - 9606923504monisha.k <monisha.k@hitachi-payments.com> cash shortage issue Date: 05.04.2019 2000*1notes. CE IS NOW IN105A08 Logs awaited no error found New Item :2012-2000-8600 New Serial Number :94-52683342 Old Item :2012-2000-8600 Old Serial Number :94-52683342
7912005617,Cash miss Dispensing issueBPCN415601 Cash miss Dispensing issueBPCN415601custodian Abhipraya 9210807535 Engineer sudheer [Generated by Portal Login: guptadip Contact: Naresh Bagh 044-49037483 axishelpdesknorth@hitachi-payments.com] CE IS NOW IN105H14 CE WAS IN105H14 Planned for today 1200hrs as ce visited the site no fault found in atm and currency cassette so please check with switch New Item :2018-2000-8600 New Serial Number :94-56352117 Old Item :2018-2000-8600 Old Serial Number :94-56352117
7912209488,[SPD:SS ATM/ABM:OTHER DEVICES:::::] Excess / Shortage Excess amt 500*20 =10000 Date 29/04/2019 Cust Mukesh kumar 7991383886  [Generated by Portal Login: mathrema Contact: kiran 022-28531716 sbinorthwest@fss.co.in] SYSM CE IS NOW IN105K06 Mail sent to MS for EJ logs. as ce analysis ej log no hardware error found in ej log please check on switch end New Item :5875-0101-7490 New Serial Number :94-43955600 Old Item :5875-0101-7490 Old Serial Number :94-43955600
7911908672,"ej agent loading activity (e-agent 1.0.33)CHECK THE SYSYTEM DATE AND TIME, (if required CMOS Battery to be change )COPY EJ BACKUP FOLDER from below mention Path & SEND IT TO EMAIL ID- ee230041@ncr.comPath 1- c:\program files\ncr aptra\advance ndc\data\Path 2 - c:\program files\ncr\ej\dailyej\ Docket no to be collected from ncr EJ teamCall on toll free no 18002095658-1 #EJ to be enabled CE IS NOW IN105K07 chgi ej dockit collected AMHR021506 New Item :5362-7701-8690 New Serial Number :94-43956505 Old Item :5362-7701-8690 Old Serial Number :94-43956505"
7907901914,"Hitachi OS Migration from Windows XP To Windows 7 , Hitachi Update IUI 8.05 Update ver 3.08 To be Loaded , EJ to be Pulled By calling HPY EJ HD on 04449037416 , Post Installation Updatelog.txt to be checked and updated on M-AUDIT , EJ Docket No. post installation to be collected and Solidcore Docket Number to be Collected from 022 62175725 . EJ And Solidcore Docket No. is Mandatory #Software Upgradation# Deployment Activity / Deployment -Centralised approval #Hitachi OS Migration CE IS NOW IN105K07 chgc visited the site configured the SPS and software at site tested OK New Item :2012-2000-8600 New Serial Number :94-45193483 Old Item :2012-2000-8600 Old Serial Number :94-45193483"
7910401355,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105K06 chgc emv software loaded online txn done ej and dvss working sps installed ram New Item :2012-2000-8600 New Serial Number :94-49255772 Old Item :2012-2000-8600 Old Serial Number :94-49255772"
7911408620,"Software Security Solution Installation Base IUI 8.05 & FIS BOI update // CE to follow Procedure1. CE to take counter Slip 2. Engg need to call Security application EJ team to pull the EJ’s available in ATM before activitystart (Not applicable for New Installation)EJ Team Number: 080 -46593748/49.4) Before starting the activity CE to login in Admin mode & perform the Telnet for below IP’s & port #Ø 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)Note: Post Successful telnet only CE need to start the activity5) Format the Hard disk both (Primary & Secondary)6) Base IUI 8.05 & FIS BOI update7) Once Base is completed CE need to configure the ATM IP details & need to check the telnet forBelow IP’s & Port #8) Telnet to be checkØ 172. 21.214.220 443 (Solidcore)Ø 172. 21.214.222 7300 (HDE Server)Ø 172. 21.214.223 7300 (HDE Server)9) Basis on the successful telnet, Engg can start the update10) Engg need to ask for BIOS password. During this process, Engineer will be asked with followingdetails ATM Serial No, Engg Name, Contact Details, Work Order No etc.FIS team Contact details: - for Solid core and BIOS password080-46593748/4911) Once Update is completed Need to configure the BIOS Password (Mandatory)12) Once installations are successful, Engineer need to call EJ team for Post Docket number. (080-46593747)13) Once EJ docket number received, Engg need to call to Security team along with EJ docketnumber for getting the Solidcore. (080-46593748/49)14) Security team will check and confirm below details before sharing Docket no to Engg· ATM Status· Solidcore parameters on ePO/URL· HDE Status· Txn no (Normal / VG)· Engg need to change BIOS password (Recommended for first time Solidcore /HDE installation only).15) Security team will provide Solidcore Docket No on further successful verification of all requiredparameters.16) HDE Docket number will be shared with NCR team aft #Software upgradation# # Deployment Activity / Deployment -Centralised approvals / FIS BOIDeployment - Centralized Approvals CE IS NOW IN105K07 chgc visited the site install new software at site collect ej docket and solid core BOI010519023 solid-BOISOL0105190874 also taken download from switch New Item :2012-2000-8600 New Serial Number :94-50736244 Old Item :2012-2000-8600 Old Serial Number :94-50736244"
7912009288,"Need Call logg for ATM Not coming in service As per portal Cust Ravindra 9149104549 Need Call logg for ATM Not coming in service Eng... Vivek 9648291257 Address:-PREM BHAWAN, MOHALLA BAZAR, KUNDERKI,DIST. MORADABAD UP-202413 [Generated by Portal Login: singhaut Contact: Tejas Sonawane 022-33865337 fispss_slm@fisglobal.com] CE IS NOW IN105K07 Site will be attend tomorrow 12.00 hours   visited the site found hard disk crashed so load the software in new hard disk and configuration done tested OK ATM working fine transaction done successful mini statement 365090 time 13.38 New Item :2012-2000-8600 New Serial Number :94-50736244 Old Item :2012-2000-8600 Old Serial Number :94-50736244"
7910401473,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105K06 chgc emv software loaded online txn done ej and dvss working sps installed New Item :2012-2000-8600 New Serial Number :94-51150422 Old Item :2012-2000-8600 Old Serial Number :94-51150422"
7910801152,"This SR is generated for only SPS kit installation and previous SR generated but that time SPS kit not delivered, As confirm from Sachin Agarwal on 5th April 2019 ( Verbal communication )/ Please upload SPS installed images in M-Audit for confimation. #Software upgradation# # Deployment Activity # Deployment - Centralized Approvals # PNB EMV & SPS Confirmation mail received from Ahuja, Sapna <Sapna.Ahuja@ncr.com> on dated Wed 3/6/2135 CE IS NOW IN105K07 chgc visited the site install SPS kit at site and done all changes tested OK ATM working fine New Item :2012-2000-8600 New Serial Number :94-51944646 Old Item :2012-2000-8600 Old Serial Number :94-51944646"
7912208559,"Mail from Mikhil Pawar <mikhilp@fss.co.in> Thu 5/2/2019 5:24 PM #EJ - FSS Filex EJ Agent Version FSS6.1.0 Need to be load , Comprehensive Billing CE IS NOW IN105M02 . successfully loaded the infobase software and atm tested working fine. Dear SUNIL, Please find the Docket Number:FSSMUM0305191709067for the ATM ID:EFBJ003848014 New Item :2012-2000-8600 New Serial Number :94-48500943 Old Item :2012-2000-8600 Old Serial Number :94-48500943"
7909402598,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105M02 . successfully loaded the EMV software installed SPS kit and atm tested working fine . dkt no EJ 010520193852 New Item :2012-2000-8600 New Serial Number :94-48503320 Old Item :2012-2000-8600 Old Serial Number :94-48503320"
7909404158,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105N02 Atm machine tested ok working fine os migration, ram and sps ket inssttaled successfully New Item :2012-2000-8600 New Serial Number :94-46205100 Old Item :2012-2000-8600 Old Serial Number :94-46205100"
7911507291,"Need to be call log for M/c not coming in services Need to be call log for M/c not coming in services custodian VEDVYAS 8960041138 same confirm with Eng Mr. imdad 9140837069 [Generated by Portal Login: gohilmon Contact: Mona Gohil 022-71016930 ags.monitoring@agsindia.com] CE IS NOW IN105N80 Custodian number not reachable, Please check and revert. reload the software at site and atm working fine reaload the software at site and atm working fine New Item :6642-2000-8600 New Serial Number :94-48015372 Old Item :6642-2000-8600 Old Serial Number :94-48015372"
7907901443,"Hitachi OS Migration from Windows XP To Windows 7 , Hitachi Update IUI 8.05 Update ver 3.08 To be Loaded , EJ to be Pulled By calling HPY EJ HD on 04449037416 , Post Installation Updatelog.txt to be checked and updated on M-AUDIT , EJ Docket No. post installation to be collected and Solidcore Docket Number to be Collected from 022 62175725 . EJ And Solidcore Docket No. is Mandatory #Software Upgradation# Deployment Activity / Deployment -Centralised approval #Hitachi OS Migration CE IS NOW IN105N80 sps devise install successful sps done at site and atm working fine New Item :2012-2000-8600 New Serial Number :94-48503062 Old Item :2012-2000-8600 Old Serial Number :94-48503062"
7909404384,"# Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and RAM Upgradation SPS Kit to be upgraded, RAM to be installed , Counter Print must be taken , same need to be Updated On M-Audit , EJ Backup to be taken and Confirmation to be taken from Euronet, Post EJ Docket Number to be Collected , Solidcore Docket Number to Be collected , ICs to be Collected ,SPS kit needs to be installed as per the process shared by TSS and screens needs to be captured in M Audit app, before leaving the site engineer has to perform a transaction using chip card and successful transaction screen to be captured in M Audit app as per the tech bulletin released by TSS. # Deployment Activity # Deployment - Centralized Approval # Hitachi Axis SPS and OS Upgradation CE IS NOW IN105N80 sps devise install successful at this site and atm working fine os upgrade to successfully New Item :2012-2000-8600 New Serial Number :94-48504909 Old Item :2012-2000-8600 Old Serial Number :94-48504909"
7912100929,Pls call log monitor blank issue eng Indaz 9140837069 confirm with Custodian Deepak Mobile No: 9125338702 Pls call log monitor blank issue eng Indaz 9140837069 confirm with Custodian Deepak Mobile No: 9125338702 CE IS NOW IN105N80   reload the software at site and atm working fine New Item :2012-2000-8600 New Serial Number :94-48916188 Old Item :2012-2000-8600 Old Serial Number :94-48916188
7911507045,"# EJ – EJ NCR EJ to be loaded. FSC – CENTRALIZED APPROVALSToll free no :- 18002095658 option 1Atm id; N2387300Mankare, Suraj Damodar <Suraj.Mankare@ncr.com> # EJ – EJ NCR EJ to be loaded. FSC – CENTRALIZED APPROVALS CE IS NOW IN105N80 reload the software at site and atm working fine reload the software at site and atm working fine New Item :2012-2000-8600 New Serial Number :94-52048438 Old Item :2012-2000-8600 Old Serial Number :94-52048438"
7911907653,"call log for atm not coming service DECN116011Lanka Bus Terminal, GhazipurH No-1, Lanka Bus Stand, Ghazipur, Up-233001 [Generated by Portal Login: thasac14 Contact: deepakk 02239397285 ENAXIS@euronetworldwide.com] CE IS NOW IN105N80 Custodian number not reachable, Please check and revert. As per CE ATM made Operational, Machine Under Observation till 20.00hrs. reload the software at site and atm working fine but online tx is not successful due vsat issue same inform in Euronent team New Item :2012-2000-8600 New Serial Number :94-52682922 Old Item :2012-2000-8600 Old Serial Number :94-52682922"
7908912757,"Proposed configuration – 1 * 100, 1 * 200, 2 * 500. new 100 cassette calibration need to be done with spacers. No any changes required at switch end. Call slip is mandatory for billing. Billing will be done at LHO level . Approval received CHGC . APPROVAL LABOUR RECEIVED. Mail FSC, Projects <Projects.FSC@ncr.com> # ACTIVITY # SBI new 100 CC to be done. CE IS NOW IN105N80 cassette configuration done cassette configuration done New Item :2012-2000-8600 New Serial Number :94-52696170 Old Item :2012-2000-8600 Old Serial Number :94-52696170"
7912207169,"Incident ID - 000000093387631 GWU-SLM call logged RA=LogField:NCGD0VTGOR | 27Text:05/02/2019 17:31 RR Lodge the call for monitor screen blank,CE-E.Hussain-9140806960,Cust Preetam-9415234969. | | CE IS NOW IN105N80 As per CE, no one take remote support from me   visited site and found no problem ups backup is 0 New Item :2012-2000-8600 New Serial Number :94-52696170 Old Item :2012-2000-8600 Old Serial Number :94-52696170"
7912202249,Incident ID - 000000093383283 GWU-SLM -Receipt Printer RA=LogField:NCGD0VT3V8 | 6Text:05/02/2019 11:43 SSP Call given bY CIIT RP issue Engineer - Mr. Imdad // 9149837069Custodian Ajeet // 8765324723. | | CE IS NOW IN105N02 CE WAS IN105N02 CE IS NOW IN105N80 rp issue is already resolve but after few tx chip card is not accepted kindly check with switch end New Item :2012-2000-8600 New Serial Number :94-54064821 Old Item :2012-2000-8600 Old Serial Number :94-54064821
7910702793,:- # Hardware Exception # Deployment Activity # SPS harness Cable to be installed / Image of SPS & Harness cable connected to be uploaded on Maudit as per Mail received from Sapna Ahuja Tue 4/16/2019 4:18 PM # Hardware Exception # Deployment Activity # SPS harness Cable to be installed / Image of SPS & Harness cable connected to be uploaded on Maudit. CE IS NOW IN105P04 SPS Cable Installed SPS Earthing Cable ATM Tested Ok New Item :2012-2000-8600 New Serial Number :94-46131041 Old Item :2012-2000-8600 Old Serial Number :94-46131041
